family_Size,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,date of reservation,booking status
1,1,4,Meal Plan 1,0,Room_Type 1,63,Online,10/19/2017,Canceled
1,0,2,Meal Plan 1,0,Room_Type 4,51,Online,4/14/2018,Canceled
4,1,5,Meal Plan 1,0,Room_Type 6,59,Online,4/26/2018,Canceled
2,2,5,Meal Plan 1,0,Room_Type 4,152,Online,7/21/2018,Canceled
3,2,1,Meal Plan 1,0,Room_Type 1,14,Online,4/16/2018,Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,232,Online,8/25/2018,Canceled
1,2,0,Not Selected,0,Room_Type 1,38,Online,8/21/2018,Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,61,Online,9/18/2018,Canceled
2,2,3,Meal Plan 1,0,Room_Type 4,160,Online,10/13/2018,Canceled
2,1,1,Not Selected,0,Room_Type 1,8,Online,7/16/2018,Canceled
2,2,0,Meal Plan 1,0,Room_Type 1,30,Online,9/13/2017,Canceled
2,2,3,Not Selected,0,Room_Type 1,223,Online,9/30/2018,Canceled
1,0,3,Not Selected,0,Room_Type 1,77,Online,6/16/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 4,46,Online,3/18/2018,Canceled
3,2,2,Meal Plan 1,0,Room_Type 4,45,Online,3/19/2018,Canceled
2,1,2,Not Selected,0,Room_Type 1,191,Online,8/22/2018,Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,29,Online,10/31/2018,Canceled
2,2,5,Meal Plan 1,0,Room_Type 1,152,Online,8/23/2018,Canceled
2,0,4,Not Selected,0,Room_Type 1,232,Online,9/20/2018,Canceled
1,2,5,Meal Plan 1,0,Room_Type 1,180,Online,8/16/2017,Canceled
3,0,4,Meal Plan 1,0,Room_Type 4,109,Online,8/24/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,34,Online,12/25/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,153,Online,8/26/2018,Canceled
3,2,3,Meal Plan 1,0,Room_Type 6,307,Online,8/14/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,64,Online,7/17/2018,Canceled
3,0,3,Meal Plan 2,0,Room_Type 4,151,Online,8/17/2018,Canceled
2,0,4,Meal Plan 1,0,Room_Type 4,55,Online,7/27/2018,Canceled
2,2,1,Meal Plan 1,0,Room_Type 4,2,Online,4/23/2018,Canceled
3,2,7,Meal Plan 1,0,Room_Type 1,139,Online,7/13/2018,Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,197,Online,4/21/2018,Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,130,Online,5/23/2018,Canceled
3,2,2,Meal Plan 1,0,Room_Type 1,65,Online,6/26/2018,Canceled
2,0,4,Not Selected,0,Room_Type 1,40,Online,2/24/2018,Canceled
3,1,0,Meal Plan 1,0,Room_Type 4,179,Online,8/22/2018,Canceled
1,0,1,Not Selected,0,Room_Type 1,225,Online,11/25/2018,Canceled
2,4,9,Meal Plan 1,0,Room_Type 1,34,Online,2/19/2018,Canceled
4,0,3,Meal Plan 1,0,Room_Type 6,96,Online,4/28/2018,Canceled
2,1,0,Meal Plan 1,0,Room_Type 4,24,Online,6/27/2018,Canceled
2,0,1,Not Selected,0,Room_Type 1,5,Online,8/27/2018,Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,201,Online,10/16/2018,Canceled
2,1,3,Not Selected,0,Room_Type 1,72,Online,3/14/2018,Canceled
3,2,2,Meal Plan 1,0,Room_Type 4,220,Online,12/30/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 4,8,Online,2/28/2018,Canceled
4,0,1,Meal Plan 1,0,Room_Type 6,76,Online,8/13/2018,Canceled
2,1,1,Meal Plan 1,0,Room_Type 4,11,Online,6/20/2018,Canceled
2,2,4,Meal Plan 1,0,Room_Type 5,70,Online,3/27/2018,Canceled
2,1,0,Meal Plan 1,0,Room_Type 1,47,Online,8/28/2018,Canceled
2,0,2,Not Selected,0,Room_Type 1,18,Online,3/18/2018,Canceled
2,2,2,Not Selected,0,Room_Type 1,95,Online,5/21/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,25,Online,1/29/2018,Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,164,Online,7/29/2018,Canceled
4,1,4,Meal Plan 1,0,Room_Type 6,128,Online,8/24/2018,Canceled
4,0,1,Meal Plan 1,0,Room_Type 6,209,Online,7/22/2018,Canceled
2,2,1,Not Selected,0,Room_Type 1,7,Online,10/29/2018,Canceled
3,1,1,Meal Plan 1,0,Room_Type 4,155,Online,7/16/2018,Canceled
2,2,4,Meal Plan 1,0,Room_Type 4,36,Online,3/23/2018,Canceled
2,0,1,Not Selected,0,Room_Type 1,82,Online,6/23/2018,Canceled
2,2,5,Meal Plan 2,0,Room_Type 1,159,Online,7/22/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,238,Online,9/13/2018,Canceled
3,2,1,Meal Plan 1,0,Room_Type 4,216,Online,8/27/2018,Canceled
4,0,3,Meal Plan 1,0,Room_Type 6,89,Online,7/21/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,182,Online,9/30/2018,Canceled
2,2,0,Meal Plan 1,0,Room_Type 1,95,Online,11/20/2018,Canceled
2,1,2,Not Selected,0,Room_Type 1,179,Online,8/26/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 4,138,Online,6/29/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,96,Online,9/26/2018,Canceled
4,2,1,Meal Plan 1,0,Room_Type 7,24,Online,5/21/2018,Canceled
3,0,4,Meal Plan 1,0,Room_Type 4,107,Online,8/24/2018,Canceled
1,1,3,Meal Plan 1,0,Room_Type 1,60,Online,11/21/2018,Canceled
3,4,11,Meal Plan 1,0,Room_Type 4,90,Online,8/16/2018,Canceled
3,2,5,Meal Plan 1,0,Room_Type 1,172,Online,7/15/2018,Canceled
2,0,2,Not Selected,0,Room_Type 1,23,Online,10/20/2018,Canceled
2,2,5,Meal Plan 1,0,Room_Type 1,66,Online,3/13/2018,Canceled
2,2,5,Not Selected,0,Room_Type 1,49,Online,11/19/2018,Canceled
2,1,5,Meal Plan 1,0,Room_Type 1,281,Online,12/26/2018,Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,80,Online,7/20/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,186,Online,11/24/2018,Canceled
2,0,2,Not Selected,0,Room_Type 1,46,Online,6/28/2018,Canceled
2,2,5,Not Selected,0,Room_Type 1,148,Online,7/25/2018,Canceled
2,1,4,Meal Plan 1,1,Room_Type 1,191,Online,7/25/2018,Canceled
2,2,1,Not Selected,1,Room_Type 1,156,Online,8/21/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,81,Online,5/14/2018,Canceled
2,0,4,Not Selected,0,Room_Type 1,59,Online,4/27/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,275,Online,9/23/2018,Canceled
4,0,3,Meal Plan 1,0,Room_Type 6,23,Online,3/22/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,16,Online,3/18/2018,Canceled
4,2,3,Meal Plan 1,0,Room_Type 2,151,Online,8/19/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,8,Online,7/13/2018,Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,133,Online,12/28/2017,Canceled
2,2,4,Meal Plan 1,0,Room_Type 4,27,Online,5/20/2018,Canceled
3,2,0,Meal Plan 1,0,Room_Type 1,167,Online,8/21/2018,Canceled
2,2,2,Meal Plan 2,0,Room_Type 1,175,Online,7/24/2018,Canceled
2,1,5,Meal Plan 1,0,Room_Type 4,58,Online,6/28/2018,Canceled
4,0,2,Meal Plan 1,0,Room_Type 6,63,Online,7/19/2018,Canceled
3,2,2,Meal Plan 1,0,Room_Type 4,151,Online,9/23/2018,Canceled
3,1,2,Meal Plan 1,1,Room_Type 4,172,Online,7/22/2018,Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,61,Online,7/23/2018,Canceled
2,2,1,Not Selected,0,Room_Type 1,181,Online,8/27/2018,Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,87,Online,5/22/2018,Canceled
1,0,3,Not Selected,0,Room_Type 1,28,Online,12/22/2018,Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,290,Online,10/20/2018,Canceled
3,0,2,Meal Plan 1,0,Room_Type 4,17,Online,6/16/2018,Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,166,Online,8/17/2018,Canceled
2,0,4,Meal Plan 1,0,Room_Type 4,255,Online,9/20/2018,Canceled
4,2,3,Meal Plan 1,0,Room_Type 6,59,Online,12/16/2018,Canceled
2,0,1,Meal Plan 1,0,Room_Type 4,63,Online,11/18/2018,Canceled
3,0,2,Meal Plan 1,0,Room_Type 1,155,Online,8/16/2018,Canceled
3,1,3,Meal Plan 1,0,Room_Type 4,85,Online,4/28/2018,Canceled
3,2,2,Meal Plan 1,0,Room_Type 4,165,Online,10/28/2018,Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,198,Online,10/18/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 4,40,Online,4/22/2018,Canceled
3,1,1,Meal Plan 1,0,Room_Type 4,6,Online,4/16/2018,Canceled
2,0,2,Not Selected,0,Room_Type 1,31,Online,4/15/2018,Canceled
2,0,5,Not Selected,0,Room_Type 1,163,Online,8/23/2018,Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,152,Online,8/25/2018,Canceled
2,2,0,Not Selected,0,Room_Type 1,84,Online,11/20/2018,Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,41,Online,4/21/2018,Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,18,Online,5/13/2018,Canceled
3,2,4,Meal Plan 1,0,Room_Type 1,132,Online,7/14/2018,Canceled
4,0,1,Meal Plan 1,0,Room_Type 6,88,Online,11/26/2018,Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,212,Online,5/30/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,137,Online,11/15/2018,Canceled
2,0,3,Not Selected,0,Room_Type 1,260,Online,9/22/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 4,3,Online,4/15/2018,Canceled
2,0,1,Not Selected,0,Room_Type 1,103,Online,4/21/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,249,Online,10/28/2018,Canceled
2,4,10,Meal Plan 1,0,Room_Type 4,232,Online,8/29/2018,Canceled
1,0,1,Meal Plan 1,0,Room_Type 4,33,Online,8/26/2018,Canceled
4,2,4,Meal Plan 1,0,Room_Type 6,98,Online,4/23/2018,Canceled
1,1,0,Meal Plan 1,0,Room_Type 1,10,Online,8/21/2018,Canceled
2,2,3,Meal Plan 1,0,Room_Type 4,36,Online,9/24/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,25,Online,5/30/2018,Canceled
2,2,4,Meal Plan 1,0,Room_Type 4,81,Online,10/21/2018,Canceled
3,1,2,Meal Plan 1,0,Room_Type 1,156,Online,7/25/2018,Canceled
2,0,2,Not Selected,0,Room_Type 1,53,Online,5/31/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,73,Online,3/17/2018,Canceled
2,1,2,Not Selected,0,Room_Type 1,12,Online,4/29/2018,Canceled
2,1,1,Meal Plan 1,0,Room_Type 4,111,Online,5/21/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,171,Online,9/16/2018,Canceled
2,2,0,Not Selected,0,Room_Type 1,149,Online,8/28/2018,Canceled
1,2,3,Meal Plan 1,0,Room_Type 1,186,Online,4/24/2018,Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,214,Online,8/16/2018,Canceled
3,1,2,Meal Plan 1,0,Room_Type 4,53,Online,5/27/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,64,Online,11/22/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 4,96,Online,8/26/2018,Canceled
3,0,3,Meal Plan 1,0,Room_Type 4,55,Online,9/20/2018,Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,2,Online,6/28/2018,Canceled
2,1,5,Meal Plan 1,0,Room_Type 4,123,Online,9/20/2018,Canceled
3,2,2,Meal Plan 1,0,Room_Type 4,21,Online,5/29/2018,Canceled
2,1,2,Meal Plan 1,1,Room_Type 1,172,Online,7/22/2018,Canceled
3,0,3,Meal Plan 1,0,Room_Type 4,101,Online,7/21/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 4,185,Online,11/15/2018,Canceled
2,0,1,Not Selected,0,Room_Type 1,1,Online,4/13/2018,Canceled
2,2,4,Not Selected,0,Room_Type 1,262,Online,12/14/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,132,Online,6/30/2018,Canceled
4,2,5,Meal Plan 1,0,Room_Type 7,110,Online,8/21/2018,Canceled
1,2,2,Not Selected,0,Room_Type 1,104,Online,4/15/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 4,40,Online,10/21/2018,Canceled
3,1,5,Meal Plan 1,0,Room_Type 4,331,Online,12/27/2018,Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,174,Online,8/13/2018,Canceled
3,1,3,Meal Plan 1,0,Room_Type 1,7,Online,8/20/2017,Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,42,Online,3/20/2018,Canceled
2,2,7,Not Selected,0,Room_Type 1,187,Online,8/26/2018,Canceled
2,1,0,Not Selected,0,Room_Type 1,50,Online,2018-2-29,Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,19,Online,7/16/2018,Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,116,Online,5/18/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 4,10,Online,2/26/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 4,32,Online,10/28/2018,Canceled
4,0,4,Meal Plan 1,0,Room_Type 6,26,Online,9/27/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 4,168,Online,7/18/2018,Canceled
3,0,3,Meal Plan 1,0,Room_Type 4,47,Online,11/16/2018,Canceled
2,1,5,Meal Plan 1,0,Room_Type 4,123,Online,9/20/2018,Canceled
2,2,3,Meal Plan 1,0,Room_Type 4,27,Online,6/19/2018,Canceled
1,2,1,Meal Plan 1,0,Room_Type 1,32,Online,4/17/2018,Canceled
2,3,6,Meal Plan 1,0,Room_Type 1,78,Online,10/31/2017,Canceled
2,2,5,Meal Plan 1,0,Room_Type 4,108,Online,7/16/2018,Canceled
3,1,3,Meal Plan 1,0,Room_Type 4,42,Online,8/29/2018,Canceled
3,0,1,Not Selected,0,Room_Type 1,30,Online,11/18/2018,Canceled
3,0,1,Meal Plan 1,0,Room_Type 4,35,Online,6/21/2018,Canceled
2,2,3,Meal Plan 1,0,Room_Type 4,105,Online,7/31/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,68,Online,7/27/2018,Canceled
2,6,13,Not Selected,0,Room_Type 1,130,Online,8/20/2018,Canceled
3,0,3,Meal Plan 1,0,Room_Type 4,43,Online,6/30/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,308,Online,11/23/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,52,Online,7/27/2018,Canceled
3,0,2,Meal Plan 1,0,Room_Type 1,22,Online,9/15/2018,Canceled
3,0,3,Meal Plan 1,0,Room_Type 4,40,Online,7/26/2018,Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,85,Online,11/24/2018,Canceled
3,1,4,Meal Plan 1,1,Room_Type 6,232,Online,8/22/2018,Canceled
2,0,1,Meal Plan 1,0,Room_Type 4,28,Online,6/21/2018,Canceled
2,2,0,Meal Plan 1,0,Room_Type 1,146,Online,4/24/2018,Canceled
3,0,3,Meal Plan 1,0,Room_Type 4,36,Online,3/24/2018,Canceled
2,2,1,Meal Plan 1,0,Room_Type 4,172,Online,5/22/2018,Canceled
2,2,0,Not Selected,0,Room_Type 1,155,Online,8/28/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,55,Online,6/26/2018,Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,237,Online,10/17/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 4,150,Online,7/30/2018,Canceled
3,0,2,Meal Plan 1,0,Room_Type 4,94,Online,6/30/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,95,Online,11/27/2017,Canceled
1,6,15,Meal Plan 1,0,Room_Type 4,17,Online,2/19/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,179,Online,9/30/2018,Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,18,Online,8/31/2017,Canceled
2,0,4,Not Selected,0,Room_Type 1,93,Online,6/14/2018,Canceled
2,0,1,Not Selected,0,Room_Type 1,35,Online,6/21/2018,Canceled
2,0,3,Not Selected,0,Room_Type 1,44,Online,8/30/2018,Canceled
1,3,7,Meal Plan 1,0,Room_Type 1,313,Online,12/23/2018,Canceled
2,2,5,Meal Plan 1,0,Room_Type 1,90,Online,4/15/2018,Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,67,Online,11/23/2018,Canceled
2,2,1,Meal Plan 1,0,Room_Type 4,21,Online,5/21/2018,Canceled
1,1,2,Meal Plan 1,0,Room_Type 1,91,Online,10/17/2018,Canceled
2,0,1,Not Selected,0,Room_Type 1,84,Online,12/22/2018,Canceled
4,1,1,Meal Plan 1,0,Room_Type 6,15,Online,10/29/2018,Canceled
3,1,1,Meal Plan 2,0,Room_Type 1,145,Online,10/22/2018,Canceled
3,0,3,Meal Plan 1,0,Room_Type 4,160,Online,7/14/2018,Canceled
3,0,2,Meal Plan 1,0,Room_Type 1,239,Online,10/28/2018,Canceled
2,1,3,Not Selected,0,Room_Type 1,63,Online,11/17/2018,Canceled
3,2,1,Meal Plan 1,0,Room_Type 4,128,Online,10/29/2018,Canceled
1,1,0,Meal Plan 1,0,Room_Type 1,30,Online,8/28/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,10,Online,3/18/2018,Canceled
3,1,1,Meal Plan 1,0,Room_Type 4,32,Online,3/26/2018,Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,158,Online,8/13/2018,Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,44,Online,11/19/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,240,Online,8/24/2018,Canceled
2,2,5,Meal Plan 1,0,Room_Type 4,114,Online,4/30/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 4,164,Online,9/30/2018,Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,205,Online,7/22/2018,Canceled
2,2,0,Meal Plan 1,0,Room_Type 4,40,Online,4/17/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,70,Online,4/22/2018,Canceled
2,1,4,Not Selected,0,Room_Type 1,129,Online,6/27/2018,Canceled
2,1,5,Meal Plan 1,0,Room_Type 1,90,Online,6/28/2018,Canceled
2,1,0,Not Selected,0,Room_Type 1,19,Online,9/25/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 4,226,Online,12/30/2018,Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,56,Online,8/28/2018,Canceled
3,0,3,Meal Plan 1,0,Room_Type 4,55,Online,8/16/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,78,Online,11/21/2018,Canceled
2,2,1,Meal Plan 1,0,Room_Type 4,41,Online,9/18/2018,Canceled
2,0,2,Not Selected,0,Room_Type 1,21,Online,3/17/2018,Canceled
2,1,3,Not Selected,0,Room_Type 1,72,Online,12/19/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 4,156,Online,8/20/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 4,116,Online,4/15/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 2,381,Online,12/23/2018,Canceled
2,0,5,Not Selected,0,Room_Type 1,248,Online,12/27/2018,Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,32,Online,5/21/2018,Canceled
2,2,5,Meal Plan 1,0,Room_Type 1,245,Online,12/27/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,0,Online,8/13/2017,Canceled
2,2,4,Meal Plan 1,0,Room_Type 1,222,Online,8/28/2018,Canceled
2,2,4,Meal Plan 1,0,Room_Type 4,124,Online,9/21/2018,Canceled
2,2,0,Not Selected,0,Room_Type 1,76,Online,11/27/2018,Canceled
2,2,1,Meal Plan 1,0,Room_Type 4,80,Online,5/21/2018,Canceled
2,0,2,Not Selected,0,Room_Type 1,71,Online,11/18/2018,Canceled
2,2,1,Not Selected,0,Room_Type 1,183,Online,10/29/2018,Canceled
1,1,4,Meal Plan 1,0,Room_Type 4,143,Online,9/21/2018,Canceled
2,1,1,Meal Plan 1,0,Room_Type 4,56,Online,8/27/2018,Canceled
2,1,0,Not Selected,0,Room_Type 1,24,Online,8/21/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,164,Online,8/29/2018,Canceled
2,0,1,Not Selected,0,Room_Type 1,63,Online,11/24/2018,Canceled
3,1,4,Meal Plan 1,0,Room_Type 1,47,Online,4/25/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,90,Online,4/28/2018,Canceled
3,4,6,Meal Plan 1,0,Room_Type 1,293,Online,12/25/2018,Canceled
1,2,6,Meal Plan 1,0,Room_Type 4,67,Online,9/15/2018,Canceled
2,1,2,Meal Plan 2,0,Room_Type 1,249,Online,11/18/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,104,Online,4/28/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,249,Online,10/28/2018,Canceled
2,0,4,Meal Plan 1,0,Room_Type 4,3,Online,2/16/2018,Canceled
2,2,5,Meal Plan 1,0,Room_Type 4,116,Online,7/18/2018,Canceled
2,2,1,Meal Plan 1,0,Room_Type 4,199,Online,8/14/2018,Canceled
2,2,1,Not Selected,0,Room_Type 1,40,Online,2/14/2018,Canceled
1,1,1,Not Selected,0,Room_Type 1,44,Online,11/19/2018,Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,179,Online,9/24/2018,Canceled
3,0,2,Meal Plan 1,0,Room_Type 1,207,Online,8/17/2018,Canceled
4,1,5,Meal Plan 1,0,Room_Type 6,134,Online,12/26/2018,Canceled
2,0,3,Not Selected,0,Room_Type 1,53,Online,2/24/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,101,Online,11/18/2018,Canceled
3,2,3,Meal Plan 1,0,Room_Type 4,39,Online,4/24/2018,Canceled
2,2,0,Not Selected,0,Room_Type 1,86,Online,10/30/2018,Canceled
2,1,0,Meal Plan 1,0,Room_Type 4,253,Online,9/19/2018,Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,114,Online,8/27/2018,Canceled
2,1,4,Meal Plan 1,0,Room_Type 4,133,Online,6/27/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 4,274,Online,9/27/2018,Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,74,Online,3/30/2018,Canceled
1,2,2,Meal Plan 1,0,Room_Type 1,229,Online,10/22/2018,Canceled
3,0,4,Meal Plan 1,0,Room_Type 1,33,Online,10/26/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,308,Online,11/23/2018,Canceled
1,1,2,Meal Plan 2,0,Room_Type 4,68,Online,8/19/2018,Canceled
2,1,4,Meal Plan 2,0,Room_Type 1,26,Online,12/21/2018,Canceled
2,2,1,Not Selected,0,Room_Type 1,205,Online,8/21/2018,Canceled
2,1,1,Meal Plan 1,0,Room_Type 2,217,Online,7/18/2018,Canceled
2,2,0,Meal Plan 1,0,Room_Type 1,19,Online,2/21/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,94,Online,7/14/2018,Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,219,Online,10/29/2018,Canceled
3,0,1,Meal Plan 1,0,Room_Type 1,160,Online,9/30/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 4,91,Online,10/20/2018,Canceled
2,0,1,Not Selected,0,Room_Type 1,30,Online,5/25/2018,Canceled
1,0,1,Meal Plan 2,0,Room_Type 1,184,Online,8/17/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,222,Online,8/31/2018,Canceled
3,1,3,Meal Plan 1,0,Room_Type 1,151,Online,12/29/2018,Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,34,Online,10/26/2018,Canceled
2,2,5,Meal Plan 1,0,Room_Type 1,173,Online,9/13/2018,Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,70,Online,4/23/2018,Canceled
2,1,3,Not Selected,0,Room_Type 1,131,Online,8/22/2018,Canceled
3,0,3,Meal Plan 1,0,Room_Type 1,151,Online,12/29/2018,Canceled
2,0,4,Meal Plan 1,0,Room_Type 5,49,Online,3/29/2018,Canceled
2,0,2,Not Selected,0,Room_Type 1,6,Online,3/22/2018,Canceled
1,1,5,Not Selected,0,Room_Type 1,40,Online,6/27/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 4,91,Online,5/13/2018,Canceled
3,1,2,Meal Plan 1,0,Room_Type 7,40,Online,3/25/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,178,Online,8/18/2018,Canceled
3,1,1,Meal Plan 1,0,Room_Type 1,173,Online,8/15/2018,Canceled
1,1,2,Meal Plan 1,0,Room_Type 4,12,Online,5/30/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,193,Online,9/29/2018,Canceled
2,2,5,Meal Plan 1,0,Room_Type 1,246,Online,12/27/2018,Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,29,Online,10/21/2018,Canceled
3,1,4,Meal Plan 1,0,Room_Type 4,104,Online,7/18/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,96,Online,9/27/2018,Canceled
2,1,1,Meal Plan 2,0,Room_Type 4,119,Online,10/22/2018,Canceled
1,4,11,Meal Plan 1,0,Room_Type 1,68,Online,3/29/2018,Canceled
2,2,5,Meal Plan 1,0,Room_Type 4,61,Online,10/14/2018,Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,104,Online,7/16/2018,Canceled
1,4,9,Meal Plan 1,0,Room_Type 1,37,Online,12/15/2018,Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,158,Online,8/29/2018,Canceled
2,1,4,Meal Plan 1,0,Room_Type 4,191,Online,7/27/2018,Canceled
4,2,3,Meal Plan 2,0,Room_Type 6,5,Online,3/27/2018,Canceled
2,2,4,Meal Plan 1,0,Room_Type 1,17,Online,8/29/2017,Canceled
2,1,2,Meal Plan 1,0,Room_Type 4,73,Online,10/24/2018,Canceled
2,0,3,Not Selected,0,Room_Type 1,21,Online,10/25/2018,Canceled
2,1,4,Not Selected,0,Room_Type 1,113,Online,5/18/2018,Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,10,Online,8/17/2017,Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,93,Online,6/20/2018,Canceled
2,0,4,Meal Plan 1,0,Room_Type 4,25,Online,5/31/2018,Canceled
4,2,2,Meal Plan 1,0,Room_Type 6,12,Online,5/13/2018,Canceled
3,1,2,Meal Plan 1,0,Room_Type 1,155,Online,6/27/2018,Canceled
2,0,3,Meal Plan 1,0,Room_Type 4,77,Online,9/14/2018,Canceled
2,2,1,Meal Plan 1,0,Room_Type 4,45,Online,3/19/2018,Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,222,Online,4/28/2018,Canceled
2,1,1,Meal Plan 2,0,Room_Type 1,145,Online,10/22/2018,Canceled
3,2,5,Meal Plan 1,0,Room_Type 4,178,Online,7/28/2018,Canceled
